form	lemma	POS	morph
feïssent	faire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
Adonc	adonc	ADVgen	DEGRE=-
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Martins	Martin	NOMpro	NOMB.=s|GENRE=m|CAS=n
anz	an	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=-
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	MORPH=empty
en	en2	PROadv	MORPH=empty
ala	aler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
court	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r
por	por2	PRE	MORPH=empty
estre	estre1	VERinf	NOMB.=x|GENRE=x|CAS=x
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
ensamble	ensemble	ADVgen	DEGRE=-
o	o4	PRE	MORPH=empty
soi	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
serjant	serjant	NOMcom	NOMB.=s|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
servoit	servir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
tant	tant	ADVgen	DEGRE=-
seulement	solement	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
lors	lors	ADVgen	DEGRE=-
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
adoubez	adober	VERppe	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n
anz	an	NOMcom	NOMB.=p|GENRE=m|CAS=r
devant	devant	PRE	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
baptiziés	batisier	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
la	là	ADVgen	DEGRE=-
demora	demorer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
court	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
piece	piece	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
si	si	ADVgen	DEGRE=c
douz	douz	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=c
debonaires	debonaire	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=c
humles	umble	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a3	PRE	MORPH=empty
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r
genz	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=n
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
'	'	PONfbl	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en1	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
vice	vice1	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne2	CONcoo	MORPH=empty
malvestié	mauvaistié	NOMcom	NOMB.=s|GENRE=f|CAS=r
ne	ne2	CONcoo	MORPH=empty
nule	nul	DETind	NOMB.=s|GENRE=f|CAS=r
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
En	en1	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
amors	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r
envers	envers2	PRE	MORPH=empty
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
compaignons	compagnon	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
douçour	douçor	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
pitié	pitié	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
benigneté	benignité	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
charité	charité	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
pacience	pacïence	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
volenté	volenté	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
humilité	umelité	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	si	ADVgen	DEGRE=c
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
trespassoit	trespasser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
tote	tot	DETind	NOMB.=s|GENRE=f|CAS=r
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	MORPH=empty
umanité	umanité	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r
monde	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=c
douz	douz	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=c
pius	piu	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
bone	bon	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
atemprance	atemprance	NOMcom	NOMB.=s|GENRE=f|CAS=r
si	si	ADVgen	DEGRE=-
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
resembloit	resembler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mielz	mieus	ADVgen	DEGRE=c
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
religion	religïon	NOMcom	NOMB.=s|GENRE=f|CAS=r
qe	que4	CONsub	MORPH=empty
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
simplece	simplece	NOMcom	NOMB.=s|GENRE=f|CAS=r
c	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	MORPH=empty
on	on	PROind	NOMB.=s|GENRE=n|CAS=n
en	en1	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
veoit	vëoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
si	si	ADVgen	DEGRE=-
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
conpaignons	compagnon	NOMcom	NOMB.=p|GENRE=m|CAS=r
trestoz	trestot	ADVgen	DEGRE=-
veincuz	veintre	VERppe	NOMB.=p|GENRE=m|CAS=r
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
tuit	tot	PROind	NOMB.=p|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	MORPH=empty
oneroient	onorer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
molt	mout	ADVgen	DEGRE=-
volentiers	volentiers	ADVgen	DEGRE=-
et	et	CONcoo	MORPH=empty
portoient	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
signorie	seignorie	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
reverence	reverence	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
adonc	adonc	ADVgen	DEGRE=-
encore	encore	ADVgen	DEGRE=-
n	ne1	ADVneg	MORPH=empty
'	'	PONfbl	MORPH=empty
ert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
mie	mie	ADVneg	MORPH=empty
rengenerez	regenerer	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
seinte	saint	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
eve	aigue	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
baptesme	batesme	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
feisoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
neporqant	neporcant	ADVgen	DEGRE=-
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
oevres	uevre	NOMcom	NOMB.=p|GENRE=f|CAS=r
qi	que2	PROrel	NOMB.=p|GENRE=f|CAS=n
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
baptesme	batesme	NOMcom	NOMB.=s|GENRE=m|CAS=r
devoient	devoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
nestre	naistre	VERinf	NOMB.=x|GENRE=x|CAS=x
.	.	PONfrt	MORPH=empty
C	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n
'	'	PONfbl	MORPH=empty
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
confortoit	conforter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
cels	cel	PROdem	NOMB.=p|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
por	por2	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	MORPH=empty
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r
nostre	nostre	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r
Seignor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r
soffroient	sofrir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
travail	travail	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
paine	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
aidoit	aidier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
povres	povre	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
chetis	chaitif	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
norrissoit	norrir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
besoigneus	besoignos	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
revestoit	revestir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
nuz	nu2	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Einsi	ainsi	ADVgen	DEGRE=-
aemplissoit	aemplir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
oevres	uevre	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
misericorde	misericorde	NOMcom	NOMB.=s|GENRE=f|CAS=r
devant	devant	PRE	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
eüst	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
receü	recevoir	VERppe	NOMB.=p|GENRE=m|CAS=r
baptesme	batesme	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
gardoit	garder	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
sols	sou	NOMcom	NOMB.=p|GENRE=m|CAS=r
ne	ne2	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
gages	gage	NOMcom	NOMB.=p|GENRE=m|CAS=r
q	que2	PROrel	NOMB.=p|GENRE=m|CAS=r
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
court	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=n
si	si	ADVgen	DEGRE=-
come	come1	CONsub	MORPH=empty
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
fors	fors1	PRE	MORPH=empty
tant	tant	ADVgen	DEGRE=-
solement	solement	ADVgen	DEGRE=-
com	come1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
a	a3	PRE	MORPH=empty
vivre	vivre1	VERinf	NOMB.=x|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	MORPH=empty
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r
departoit	departir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
donoit	doner	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
tout	tot	PROind	NOMB.=s|GENRE=m|CAS=r
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r
povres	povre	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
cels	cel	PROdem	NOMB.=p|GENRE=m|CAS=r
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
en	en2	PROadv	MORPH=empty
avoient	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
mestier	mestier	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
besoigneus	besoignos	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
estoient	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
bien	bien1	ADVgen	DEGRE=-
retenoit	retenir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
ja	ja	ADVgen	DEGRE=-
et	et	CONcoo	MORPH=empty
aemplissoit	aemplir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
paroles	parole	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
'	'	PONfbl	MORPH=empty
Evangile	evangile	NOMcom	NOMB.=s|GENRE=f|CAS=r
q	que2	PROrel	NOMB.=p|GENRE=f|CAS=r
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
oïes	öir	VERppe	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
pensoit	penser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mie	mie	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
lendemein	lendemain	NOMcom	NOMB.=s|GENRE=m|CAS=r
si	si	ADVgen	DEGRE=-
come	come1	CONsub	MORPH=empty
mout	mout	ADVgen	DEGRE=p
de	de	PRE	MORPH=empty
genz	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=n
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ores	or4	ADVgen	DEGRE=-
.	.	PONfrt	MORPH=empty
Aprés	après	PRE	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n
devenus	devenir	VERppe	NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	MORPH=empty
en	en2	PROadv	MORPH=empty
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ensamble	ensemble	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
prevost	prevoste	NOMcom	NOMB.=s|GENRE=m|CAS=n
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
'	'	PONfbl	MORPH=empty
empereor	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=r
en	en1	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
tant	tant	ADVgen	DEGRE=-
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vint	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
d	de	PRE	MORPH=empty
'	'	PONfbl	MORPH=empty
Amiens	Amiens	NOMpro	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
La	là	ADVgen	DEGRE=-
sejorna	sejorner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
prevoz	prevoste	NOMcom	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
chevalier	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
combien	combien	PROint	NOMB.=s|GENRE=n|CAS=r
,	,	PONfbl	MORPH=empty
tant	tant	ADVgen	DEGRE=-
qu	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n
avint	avenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
chevauchierent	chevauchier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
cité	cité	NOMcom	NOMB.=s|GENRE=f|CAS=r
par	par	PRE	MORPH=empty
molt	mout	ADVgen	DEGRE=-
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
froidure	froidure	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Qant	cant1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
parvindrent	parvenir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
a	a3	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
troverent	trover	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
povre	povre	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
nuz	nu1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
et	et	CONcoo	MORPH=empty
besoigneuz	besoignos	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
qi	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
conmença	comencier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
a	a3	PRE	MORPH=empty
proier	priier	VERinf	NOMB.=x|GENRE=x|CAS=x
et	et	CONcoo	MORPH=empty
a	a3	PRE	MORPH=empty
rover	rover	VERinf	NOMB.=x|GENRE=x|CAS=x
q	que4	CONsub	MORPH=empty
'	'	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
feïssent	faire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p
bien	bien1	ADVgen	DEGRE=-
por	por2	PRE	MORPH=empty
Deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
mes	mais1	CONcoo	MORPH=empty
trestuit	trestot	PROind	NOMB.=p|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
trespasserent	trespasser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
qe	que4	CONsub	MORPH=empty
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r
bien	bien1	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne1	ADVneg	MORPH=empty
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
firent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
Qant	cant1	CONsub	MORPH=empty
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r
vit	vëoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
seinz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Martins	Martin	NOMpro	NOMB.=s|GENRE=m|CAS=n
qui	que2	PROrel	NOMB.=s|GENRE=m|CAS=n
venoit	venir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
derrieres	derrier(e)	ADVgen	DEGRE=-
,	,	PONfbl	MORPH=empty
qe	que4	CONsub	MORPH=empty
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n
qi	que2	PROrel	NOMB.=p|GENRE=m|CAS=n
devant	devant	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
passoient	passer1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
n	ne1	ADVneg	MORPH=empty
'	'	PONfbl	MORPH=empty
avoient	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
fait	faire	VERppe	NOMB.=s|GENRE=m|CAS=r
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
povre	povre	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
home	ome	NOMcom	NOMB.=s|GENRE=m|CAS=r
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r
bien	bien1	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne2	CONcoo	MORPH=empty
misericorde	misericorde	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
